study_id,site_id,core_id,depth_min,depth_max,sample_id,dry_bulk_density,fraction_organic_matter,cs137_activity,cs137_activity_se,cs137_unit,total_pb210_activity,total_pb210_activity_se,pb210_unit,excess_pb210_activity,excess_pb210_activity_se,pb214_activity_352keV,pb214_activity_se_352keV,pb214_activity_295keV,pb214_activity_se_295keV,pb214_unit,age,age_sd,bi214_activity,bi214_activity_se,bi214_unit
Messerschmidt_and_Kirwan_2020,GCREW,C3,56,57,NA,0.11285322009907997,NA,0.15217271948893657,0.020504958016360975,disintegrationsPerMinutePerGram,1.0419946738050723,0.02036550927788068,disintegrationsPerMinutePerGram,0.6320335270093719,0.02383820533837902,0.41605314951112043,0.029113320457018803,0.4211355292529776,0.03664903356753867,disintegrationsPerMinutePerGram,1868.7548044844202,173.85088988814235,0.4120915237879249,0.04155451831152247,disintegrationsPerMinutePerGram
Messerschmidt_and_Kirwan_2020,GCREW,C3,56,57,C3_56_loi,NA,0.7051198206194235,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Messerschmidt_and_Kirwan_2020,GCREW,C3,57,58,NA,0.1432894550601557,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1857.7702805128129,200.97204670991027,NA,NA,NA
Messerschmidt_and_Kirwan_2020,GCREW,C3,57,58,C3_57_loi,NA,0.6669500246074,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Messerschmidt_and_Kirwan_2020,GCREW,C3,58,59,NA,0.21816164189667375,NA,0.0022453236695954854,0.002246497922219311,disintegrationsPerMinutePerGram,0.8237267191348525,0.020543098237405345,disintegrationsPerMinutePerGram,0.4472191436531275,0.055490470075801185,0.42501297368880625,0.026631293208342406,0.3042398060245943,0.02816665473733861,disintegrationsPerMinutePerGram,1839.0284443286578,256.28589361401407,0.41410561391937684,0.03770792840585223,disintegrationsPerMinutePerGram
Messerschmidt_and_Kirwan_2020,GCREW,C3,58,59,C3_58_loi,NA,0.7042803253308911,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Messerschmidt_and_Kirwan_2020,GCREW,C3,59,60,C3_59_loi,NA,0.8335297268344938,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Messerschmidt_and_Kirwan_2020,GCREW,C4,0,1,C4_0_loi,NA,0.8088419007079072,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Messerschmidt_and_Kirwan_2020,GCREW,C4,1,2,C4_1_loi,NA,0.8235065942591155,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Messerschmidt_and_Kirwan_2020,GCREW,C4,2,3,C4_2_loi,NA,0.822822522093984,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Messerschmidt_and_Kirwan_2020,GCREW,C4,3,4,NA,0.09115357395612171,NA,0.0034788227695915974,0.0034817719241945063,disintegrationsPerMinutePerGram,17.38108014304853,0.02066817561705145,disintegrationsPerMinutePerGram,17.15649936974802,0.3672496909694054,0.3345813415345158,0.030209504605781944,0.3623063500837021,0.039512644627806355,disintegrationsPerMinutePerGram,2018,3.5750567957005273,0.3497004643248226,0.04343977303866223,disintegrationsPerMinutePerGram
Messerschmidt_and_Kirwan_2020,GCREW,C4,3,4,C4_3_loi,NA,0.8418202065195384,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Messerschmidt_and_Kirwan_2020,GCREW,C4,4,5,NA,0.09228591648973813,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016.1906725326985,3.3350125069327543,NA,NA,NA
Messerschmidt_and_Kirwan_2020,GCREW,C4,4,5,C4_4_loi,NA,0.8491271820448878,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Messerschmidt_and_Kirwan_2020,GCREW,C4,5,6,NA,0.12229299363057324,NA,0.15325474668551503,0.022239656653494883,disintegrationsPerMinutePerGram,12.987289910138808,0.020676589288270306,disintegrationsPerMinutePerGram,12.710381564275195,0.36956534206398584,0.23779759375629597,0.02435463509630557,0.5684749396879504,0.04748962077540247,disintegrationsPerMinutePerGram,2014.5070807194356,3.1030764072519106,0.30385166281571807,0.0387635200647154,disintegrationsPerMinutePerGram
Messerschmidt_and_Kirwan_2020,GCREW,C4,5,6,C4_5_loi,NA,0.8593588417786971,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Messerschmidt_and_Kirwan_2020,GCREW,C4,6,7,NA,0.11323425336164189,NA,0.24458577625886832,0.027475935120246965,disintegrationsPerMinutePerGram,12.863213190926515,0.02053286970938414,disintegrationsPerMinutePerGram,12.636796470156805,0.30799078510806627,0.27419587373170107,0.025552938620979734,0.27821672943594716,0.032353644897481854,disintegrationsPerMinutePerGram,2012.495836659358,2.8251777338662527,0.40777654369614585,0.04389581720547741,disintegrationsPerMinutePerGram
Messerschmidt_and_Kirwan_2020,GCREW,C4,6,7,C4_6_loi,NA,0.8495851358059712,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Messerschmidt_and_Kirwan_2020,GCREW,C4,7,8,NA,0.08435951875442321,NA,0.20306172691628174,0.02816261985987628,disintegrationsPerMinutePerGram,12.755788990988004,0.020573308988791894,disintegrationsPerMinutePerGram,12.638755858102728,0.35960866681326076,0.29943201650993884,0.030075756059710086,0.3181206784623188,0.03896188435566166,disintegrationsPerMinutePerGram,2010.5259437393624,2.5437648190487128,0.01768631070454952,0.01022780311075434,disintegrationsPerMinutePerGram
Messerschmidt_and_Kirwan_2020,GCREW,C4,7,8,C4_7_loi,NA,0.8611566552392308,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Messerschmidt_and_Kirwan_2020,GCREW,C4,8,9,NA,0.09115357395612171,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2008.9753517974273,2.310532534491188,NA,NA,NA
Messerschmidt_and_Kirwan_2020,GCREW,C4,8,9,C4_8_loi,NA,0.8621657350928867,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Messerschmidt_and_Kirwan_2020,GCREW,C4,9,10,NA,0.14210898796886057,NA,0.35272453960172967,0.03631561278964507,disintegrationsPerMinutePerGram,13.219102093629102,0.020379077812623096,disintegrationsPerMinutePerGram,12.999600992689851,0.3197054552277357,0.23690152808997164,0.02609101440276523,0.3158925113379944,0.037905087920940495,disintegrationsPerMinutePerGram,2007.1852886401377,2.040601960152059,0.4109418338198827,0.04843213486089454,disintegrationsPerMinutePerGram
Messerschmidt_and_Kirwan_2020,GCREW,C4,9,10,C4_9_loi,NA,0.8641174462273814,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Messerschmidt_and_Kirwan_2020,GCREW,C4,10,11,NA,0.11719745222929936,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2004.134496317634,1.5836203466877474,NA,NA,NA
Messerschmidt_and_Kirwan_2020,GCREW,C4,10,11,C4_10_loi,NA,0.865652912083856,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Messerschmidt_and_Kirwan_2020,GCREW,C4,11,12,NA,0.11832979476291577,NA,0.7338759177327934,0.05189633021502392,disintegrationsPerMinutePerGram,12.518176718767654,0.020481707043495955,disintegrationsPerMinutePerGram,12.178509479528952,0.28574957060220546,0.3828626287422278,0.032807982958011773,0.4409363679868519,0.044259468998438925,disintegrationsPerMinutePerGram,2001.471006815198,1.1731568682824887,0.48419419220986926,0.05192076272434905,disintegrationsPerMinutePerGram
Messerschmidt_and_Kirwan_2020,GCREW,C4,11,12,C4_11_loi,NA,0.8610577877804991,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Messerschmidt_and_Kirwan_2020,GCREW,C4,12,13,NA,0.11889596602972399,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1998.6371059442622,0.7614139151847258,NA,NA,NA
Messerschmidt_and_Kirwan_2020,GCREW,C4,12,13,C4_12_loi,NA,0.8550375701132396,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Messerschmidt_and_Kirwan_2020,GCREW,C4,13,14,NA,0.09171974522292993,NA,2.3077653661903508,0.09695714058199899,disintegrationsPerMinutePerGram,11.194392663498698,0.02060351714692091,disintegrationsPerMinutePerGram,10.853604605821062,0.3195881066666117,0.2886512171591501,0.029672900074926765,0.5932431637188801,0.05362388541329507,disintegrationsPerMinutePerGram,1995.691058275234,0.5330255632177959,0.4007288016593753,0.04922760917987275,disintegrationsPerMinutePerGram
Messerschmidt_and_Kirwan_2020,GCREW,C4,13,14,C4_13_loi,NA,0.8386852873154244,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Messerschmidt_and_Kirwan_2020,GCREW,C4,14,15,NA,0.1251238499646143,NA,2.830306950111583,0.10370784965862583,disintegrationsPerMinutePerGram,13.664045328026774,0.020658986526461087,disintegrationsPerMinutePerGram,13.42272233736362,0.3151143353757295,0.4037887252273073,0.03388896282941807,0.2904279769351667,0.03605965383692451,disintegrationsPerMinutePerGram,1993.36559853157,0.7106301917604936,0.35496321538650794,0.04464884927936344,disintegrationsPerMinutePerGram
Messerschmidt_and_Kirwan_2020,GCREW,C4,14,15,C4_14_loi,NA,0.8166103159874926,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Messerschmidt_and_Kirwan_2020,GCREW,C4,15,16,NA,0.06341118188251947,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1989.0148952164739,1.5025544666953428,NA,NA,NA
Messerschmidt_and_Kirwan_2020,GCREW,C4,15,16,C4_15_loi,NA,0.809411815474906,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Messerschmidt_and_Kirwan_2020,GCREW,C4,16,17,NA,0.11323425336164189,NA,4.224924807203516,0.1266786010985717,disintegrationsPerMinutePerGram,10.23480417685565,0.020551735792574508,disintegrationsPerMinutePerGram,9.903249154504257,0.34782006740882027,0.5289292771509444,0.03863367811588983,0.13841463448403885,0.024704758493949718,disintegrationsPerMinutePerGram,1986.8947619986868,1.9561359749490141,0.5697296890482396,0.05636368661857567,disintegrationsPerMinutePerGram
Messerschmidt_and_Kirwan_2020,GCREW,C4,16,17,C4_16_loi,NA,0.8075153185520585,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Messerschmidt_and_Kirwan_2020,GCREW,C4,17,18,NA,0.09794762915782022,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1983.3867304634146,2.7905049484454643,NA,NA,NA
Messerschmidt_and_Kirwan_2020,GCREW,C4,17,18,C4_17_loi,NA,0.8078376817680719,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Messerschmidt_and_Kirwan_2020,GCREW,C4,18,19,NA,0.1149327671620665,NA,8.39333081260862,0.16475021603153933,disintegrationsPerMinutePerGram,14.801164815592035,0.020853367680390797,disintegrationsPerMinutePerGram,14.53826421953447,0.3699572068269454,0.27446228323059646,0.025360405882364018,0.39480790166445245,0.0382788079321107,disintegrationsPerMinutePerGram,1979.164157516791,3.914620539885509,0.4861616641919402,0.0475753272429234,disintegrationsPerMinutePerGram
Messerschmidt_and_Kirwan_2020,GCREW,C4,18,19,C4_18_loi,NA,0.7849641084935203,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Messerschmidt_and_Kirwan_2020,GCREW,C4,19,20,NA,0.10672328379334747,NA,7.5532833558919545,0.1642838630503561,disintegrationsPerMinutePerGram,10.461517328769727,0.020583959256436177,disintegrationsPerMinutePerGram,10.059371185436088,0.26737581102473196,0.38998846547212124,0.03184353564134879,0.5050062052272625,0.04557681864407159,disintegrationsPerMinutePerGram,1972.1518356359616,6.140263542327515,0.5676981622772977,0.054100735759430904,disintegrationsPerMinutePerGram
Messerschmidt_and_Kirwan_2020,GCREW,C4,19,20,C4_19_loi,NA,0.7820602662929222,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Messerschmidt_and_Kirwan_2020,GCREW,C4,20,21,NA,0.09851380042462844,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1966.6750926275572,8.17113768057553,NA,NA,NA
Messerschmidt_and_Kirwan_2020,GCREW,C4,20,21,C4_20_loi,NA,0.7947617603843553,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Messerschmidt_and_Kirwan_2020,GCREW,C4,21,22,NA,0.1483368719037509,NA,2.172260281757641,0.07818861233956098,disintegrationsPerMinutePerGram,6.513200713378773,0.020698006198914706,disintegrationsPerMinutePerGram,6.227759802962655,0.1571285156407175,0.2942102908032816,0.024971409231253357,0.36048866588280826,0.03476678605270102,disintegrationsPerMinutePerGram,1961.8706111161187,10.183655692628587,0.3618214967056147,0.03898594008716664,disintegrationsPerMinutePerGram
Messerschmidt_and_Kirwan_2020,GCREW,C4,21,22,C4_21_loi,NA,0.7988020193037064,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Messerschmidt_and_Kirwan_2020,GCREW,C4,22,23,NA,0.08096249115357396,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1955.2684262282667,13.475374470119617,NA,NA,NA
Messerschmidt_and_Kirwan_2020,GCREW,C4,22,23,C4_22_loi,NA,0.7973246581886844,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Messerschmidt_and_Kirwan_2020,GCREW,C4,23,24,NA,0.10360934182590231,NA,0.8983261834931924,0.05488620968716413,disintegrationsPerMinutePerGram,3.8794158528606686,0.020572128323335156,disintegrationsPerMinutePerGram,3.4373890335344504,0.1600101468791469,0.31668778373048334,0.028464885924392832,0.5138979035362361,0.045655270219910254,disintegrationsPerMinutePerGram,1952.0035444983864,15.172800954483922,0.5847709120324979,0.05452759034150952,disintegrationsPerMinutePerGram
Messerschmidt_and_Kirwan_2020,GCREW,C4,23,24,C4_23_loi,NA,0.7930980462368238,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Messerschmidt_and_Kirwan_2020,GCREW,C4,24,25,NA,0.06794055201698514,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1948.7122859501558,17.00628897095044,NA,NA,NA
Messerschmidt_and_Kirwan_2020,GCREW,C4,24,25,C4_24_loi,NA,0.7803910843702995,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Messerschmidt_and_Kirwan_2020,GCREW,C4,25,26,NA,0.1138004246284501,NA,0.755503444297593,0.05229512035461156,disintegrationsPerMinutePerGram,4.904098890200429,0.020418830539763625,disintegrationsPerMinutePerGram,4.401983442038997,0.17935209024175314,0.3965837657146746,0.03316269146237773,0.5553901291157639,0.04937718263654016,disintegrationsPerMinutePerGram,1946.010171745686,18.5302200842631,0.6697965339902698,0.06072573789241683,disintegrationsPerMinutePerGram
Messerschmidt_and_Kirwan_2020,GCREW,C4,25,26,C4_25_loi,NA,0.7763512784550654,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Messerschmidt_and_Kirwan_2020,GCREW,C4,26,27,NA,0.10870488322717621,NA,0.20181253276854802,0.027873734314776667,disintegrationsPerMinutePerGram,4.70350596810594,0.020389943427281055,disintegrationsPerMinutePerGram,4.319345569089857,0.15918670928613382,0.4591056795521661,0.03704729903785243,0.2998773495685279,0.03754697288997371,disintegrationsPerMinutePerGram,1940.2143182601885,22.64853354970371,0.5099783513189428,0.054908518240879695,disintegrationsPerMinutePerGram
Messerschmidt_and_Kirwan_2020,GCREW,C4,26,27,C4_26_loi,NA,0.775001199098278,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Messerschmidt_and_Kirwan_2020,GCREW,C4,27,28,NA,0.06794055201698514,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1933.6295892049889,28.215297727825373,NA,NA,NA
Messerschmidt_and_Kirwan_2020,GCREW,C4,27,28,C4_27_loi,NA,0.7872748360830354,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Messerschmidt_and_Kirwan_2020,GCREW,C4,28,29,NA,0.09964614295824485,NA,0.342317098783293,0.0351428753023639,disintegrationsPerMinutePerGram,3.637777669885229,0.019643850084892674,disintegrationsPerMinutePerGram,3.29371676707939,0.15493344873573114,0.40940386626176756,0.03378159025622198,0.49749061349372375,0.04682128906284235,disintegrationsPerMinutePerGram,1929.3285377858388,32.10692289425019,0.21492899144599606,0.03434025172358391,disintegrationsPerMinutePerGram
Messerschmidt_and_Kirwan_2020,GCREW,C4,28,29,C4_28_loi,NA,0.7887228260869564,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Messerschmidt_and_Kirwan_2020,GCREW,C4,29,30,NA,0.1256900212314225,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1922.8818884864825,39.201844750111356,NA,NA,NA
Messerschmidt_and_Kirwan_2020,GCREW,C4,29,30,C4_29_loi,NA,0.7850940843684664,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Messerschmidt_and_Kirwan_2020,GCREW,C4,30,31,NA,0.14041047416843594,NA,0.26599204397162785,0.028485660615735087,disintegrationsPerMinutePerGram,1.766651798311581,0.020246423916514874,disintegrationsPerMinutePerGram,1.2136359147814668,0.11547233513480634,0.4722869552527904,0.03341300308025558,0.7228836118126237,0.05203337586879216,disintegrationsPerMinutePerGram,1916.0405585286408,48.184951185297,0.4972086467315066,0.0482085002641329,disintegrationsPerMinutePerGram
Messerschmidt_and_Kirwan_2020,GCREW,C4,30,31,C4_30_loi,NA,0.7698033358227534,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Messerschmidt_and_Kirwan_2020,GCREW,C4,31,32,NA,0.11210191082802547,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1911.0911181818492,55.245638521371504,NA,NA,NA
Messerschmidt_and_Kirwan_2020,GCREW,C4,31,32,C4_31_loi,NA,0.7377650702883013,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Messerschmidt_and_Kirwan_2020,GCREW,C4,32,33,NA,0.12342533616418964,NA,0.2711103284388233,0.027974242671959814,disintegrationsPerMinutePerGram,1.4619861160452747,0.020611041799068943,disintegrationsPerMinutePerGram,0.9423817324424002,0.0678383715161372,0.4579465610853171,0.03199462816121469,0.5869236242231632,0.04555527974807716,disintegrationsPerMinutePerGram,1907.0525867528559,61.212433306128624,0.5402929931118198,0.04889469139969334,disintegrationsPerMinutePerGram
Messerschmidt_and_Kirwan_2020,GCREW,C4,32,33,C4_32_loi,NA,0.7202378187560964,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Messerschmidt_and_Kirwan_2020,GCREW,C4,33,34,NA,0.11889596602972399,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1902.6179757008335,68.48407843377387,NA,NA,NA
Messerschmidt_and_Kirwan_2020,GCREW,C4,33,34,C4_33_loi,NA,0.710265265633037,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Messerschmidt_and_Kirwan_2020,GCREW,C4,34,35,NA,0.12285916489738145,NA,0.14228621669318603,0.02166178075538396,disintegrationsPerMinutePerGram,1.5663674603234508,0.02031738765776423,disintegrationsPerMinutePerGram,0.7783393122410978,0.09066864539385402,0.6779528768731068,0.04179804715016274,0.8596385145533718,0.05917462866961334,disintegrationsPerMinutePerGram,1898.1372325349669,76.44926840837533,0.8488360181474917,0.06577779626225495,disintegrationsPerMinutePerGram
Messerschmidt_and_Kirwan_2020,GCREW,C4,34,35,C4_34_loi,NA,0.6959091707145783,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Messerschmidt_and_Kirwan_2020,GCREW,C4,35,36,NA,0.08549186128803964,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1893.2948091306907,86.00504451017139,NA,NA,NA
Messerschmidt_and_Kirwan_2020,GCREW,C4,35,36,C4_35_loi,NA,0.6754814049090079,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Messerschmidt_and_Kirwan_2020,GCREW,C4,36,37,NA,0.09455060155697098,NA,0.16178286956581486,0.022689901932344235,disintegrationsPerMinutePerGram,1.2336185683870102,0.020421358167015864,disintegrationsPerMinutePerGram,0.5662043941636814,0.11992438369139799,0.6490282648773565,0.04014352392979066,0.5220283570745622,0.04516396450962128,disintegrationsPerMinutePerGram,1889.9890331286474,91.65492215193727,0.8475798404769697,0.0645388385261256,disintegrationsPerMinutePerGram
Messerschmidt_and_Kirwan_2020,GCREW,C4,36,37,C4_36_loi,NA,0.7175625758789037,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Messerschmidt_and_Kirwan_2020,GCREW,C4,37,39,NA,0.06397735314932768,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1886.5700207098523,97.5855612337475,NA,NA,NA
Messerschmidt_and_Kirwan_2020,GCREW,C4,37,38,C4_37_loi,NA,0.7541136827606562,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Messerschmidt_and_Kirwan_2020,GCREW,C4,38,39,C4_38_loi,NA,0.7700132133330009,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Messerschmidt_and_Kirwan_2020,GCREW,C4,39,40,NA,0.08662420382165605,NA,0.0038222625897767794,0.003825822786300449,disintegrationsPerMinutePerGram,0.9892748430347568,0.020156947266754634,disintegrationsPerMinutePerGram,0.6947935760642158,0.08248654323671488,0.17615977357438534,0.02292518619261583,0.3626485021792851,0.04145238611577457,disintegrationsPerMinutePerGram,1880.6136375207861,112.0962607180624,0.36492502373038715,0.046536646838675,disintegrationsPerMinutePerGram
Messerschmidt_and_Kirwan_2020,GCREW,C4,39,40,C4_39_loi,NA,0.775535760697493,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Messerschmidt_and_Kirwan_2020,GCREW,C4,40,41,NA,0.0894550601556971,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1875.31753683692,125.17496586337185,NA,NA,NA
Messerschmidt_and_Kirwan_2020,GCREW,C4,40,41,C4_40_loi,NA,0.7844965688735863,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Messerschmidt_and_Kirwan_2020,GCREW,C4,41,42,NA,0.08549186128803964,NA,0.003748967055554768,0.003752392020889643,disintegrationsPerMinutePerGram,1.0983989894822566,0.02005064621877193,disintegrationsPerMinutePerGram,0.5430634847501797,0.11935104178644959,0.36633190652448455,0.03284137212704569,0.6674984338870198,0.05585237382441128,disintegrationsPerMinutePerGram,1869.529058512235,140.77498569854524,0.6481695175525343,0.061566811084860104,disintegrationsPerMinutePerGram
Messerschmidt_and_Kirwan_2020,GCREW,C4,41,42,C4_41_loi,NA,0.754952875552991,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Messerschmidt_and_Kirwan_2020,GCREW,C4,42,43,NA,0.08096249115357396,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1863.7140354626686,156.7227568950407,NA,NA,NA
Messerschmidt_and_Kirwan_2020,GCREW,C4,42,43,C4_42_loi,NA,0.7292511457158625,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Messerschmidt_and_Kirwan_2020,GCREW,C4,43,44,NA,0.13418259023354565,NA,0.0026262491449884477,0.002627929901413876,disintegrationsPerMinutePerGram,1.0156619951313777,0.02036275750734718,disintegrationsPerMinutePerGram,0.4326796835302085,0.08251930997799535,0.46475402669523436,0.03094240797624009,0.6341425366911415,0.045472388531995436,disintegrationsPerMinutePerGram,1857.7734299875615,172.62413493708928,0.6630074427016193,0.05203937331233738,disintegrationsPerMinutePerGram
Messerschmidt_and_Kirwan_2020,GCREW,C4,43,44,C4_43_loi,NA,0.7399991010427904,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Messerschmidt_and_Kirwan_2020,GCREW,C4,44,45,NA,0.08719037508846426,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1846.3798330614363,221.06459753223683,NA,NA,NA
Messerschmidt_and_Kirwan_2020,GCREW,C4,44,45,C4_44_loi,NA,0.7768764091955092,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Messerschmidt_and_Kirwan_2020,GCREW,C4,45,46,NA,0.10700636942675158,NA,0.0030213215377554803,0.0030235460091502142,disintegrationsPerMinutePerGram,0.6457615506636818,0.02042200288726203,disintegrationsPerMinutePerGram,0.3330070384591516,0.04506740663083356,0.3696183058731827,0.029584772700231233,0.31944920771115953,0.03454294931551849,disintegrationsPerMinutePerGram,1837.3606454847666,254.12574151909328,0.2593333339491805,0.034814910153219504,disintegrationsPerMinutePerGram
Messerschmidt_and_Kirwan_2020,GCREW,C4,45,46,C4_45_loi,NA,0.8009945729921206,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Messerschmidt_and_Kirwan_2020,GCREW,C4,46,47,NA,0.12682236376503891,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1823.716193526039,318.1413103193166,NA,NA,NA
Messerschmidt_and_Kirwan_2020,GCREW,C4,46,47,C4_46_loi,NA,0.8010155202146005,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
