study_id,site_id,core_id,method_id,depth_min,depth_max,dry_bulk_density,fraction_carbon,cs137_activity,cs137_unit,excess_pb210_activity,total_pb210_activity,pb210_unit
Craft_2024,Alt,Alt_L1,single set of methods,35,40,0.40703247261345865,0.08277,0,picocuriesPerGram,NA,3.260892388983873,disintegrationsPerMinutePerGram
Craft_2024,Alt,Alt_L1,single set of methods,40,45,0.36784520933977466,0.10912,0,picocuriesPerGram,NA,0,disintegrationsPerMinutePerGram
Craft_2024,Alt,Alt_L1,single set of methods,45,50,0.35019801980198023,0.13668,0,picocuriesPerGram,NA,3.9833972081759024,disintegrationsPerMinutePerGram
Craft_2024,Alt,Alt_L1,single set of methods,50,55,0.32336718750000004,0.11745,0,picocuriesPerGram,NA,0,disintegrationsPerMinutePerGram
Craft_2024,Alt,Alt_L1,single set of methods,55,60,0.2870150462962963,0.11165,0,picocuriesPerGram,NA,2.994296286998821,disintegrationsPerMinutePerGram
Craft_2024,Alt,Alt_L2,single set of methods,0,2,0.24940752192424592,0.21108,1.0655098253122306,picocuriesPerGram,5.1909931242771785,8.450831952420685,disintegrationsPerMinutePerGram
Craft_2024,Alt,Alt_L2,single set of methods,2,4,0.24318809959478657,0.17719,1.9695872314814813,picocuriesPerGram,4.76250692972828,8.022345757871786,disintegrationsPerMinutePerGram
Craft_2024,Alt,Alt_L2,single set of methods,4,6,0.22753466203160944,0.19344,1.5692564201246586,picocuriesPerGram,3.2061302893570627,6.46596911750057,disintegrationsPerMinutePerGram
Craft_2024,Alt,Alt_L2,single set of methods,6,8,0.3548236158916851,0.15205,0.810673713594833,picocuriesPerGram,2.620777817663571,5.880616645807078,disintegrationsPerMinutePerGram
Craft_2024,Alt,Alt_L2,single set of methods,8,10,0.3508592305709673,0.12739,0.27050489883380774,picocuriesPerGram,3.0939158816788632,6.353754709822369,disintegrationsPerMinutePerGram
Craft_2024,Alt,Alt_L2,single set of methods,10,12,0.4043874647688324,0.07245,NA,picocuriesPerGram,NA,0,disintegrationsPerMinutePerGram
Craft_2024,Alt,Alt_L2,single set of methods,12,14,0.4018163588291629,0.06179,NA,picocuriesPerGram,1.6631641644579007,4.923002992601408,disintegrationsPerMinutePerGram
Craft_2024,Alt,Alt_L2,single set of methods,14,16,0.4678117749229498,0.06359,NA,picocuriesPerGram,NA,0,disintegrationsPerMinutePerGram
Craft_2024,Alt,Alt_L2,single set of methods,16,18,0.4026858424156234,0.06949,NA,picocuriesPerGram,1.0375357894824342,4.297374617625941,disintegrationsPerMinutePerGram
Craft_2024,Alt,Alt_L2,single set of methods,18,20,0.3314432582727847,0.0908,NA,picocuriesPerGram,NA,0,disintegrationsPerMinutePerGram
Craft_2024,Alt,Alt_L2,single set of methods,20,22,0.246295968007701,0.09129,NA,picocuriesPerGram,NA,3.734304791182856,disintegrationsPerMinutePerGram
Craft_2024,Alt,Alt_L2,single set of methods,22,24,0.1930499480437982,0.10001,NA,picocuriesPerGram,NA,0,disintegrationsPerMinutePerGram
Craft_2024,Alt,Alt_L2,single set of methods,24,26,0.2287064728043622,0.10377,NA,picocuriesPerGram,NA,3.1185316245728365,disintegrationsPerMinutePerGram
Craft_2024,Alt,Alt_L2,single set of methods,26,28,0.15772779176136317,0.10918,NA,picocuriesPerGram,NA,0,disintegrationsPerMinutePerGram
Craft_2024,Alt,Alt_L2,single set of methods,28,30,0.3169830926042122,0.08646000000000001,NA,picocuriesPerGram,NA,2.437130400286708,disintegrationsPerMinutePerGram
Craft_2024,Alt,Alt_L2,single set of methods,30,35,0.23036985759493667,0.09409,NA,picocuriesPerGram,NA,0,disintegrationsPerMinutePerGram
Craft_2024,Alt,Alt_L2,single set of methods,35,40,0.3051769037356322,0.10817,NA,picocuriesPerGram,NA,3.535454262566137,disintegrationsPerMinutePerGram
Craft_2024,Alt,Alt_L2,single set of methods,40,45,0.25672697368421055,0.10572,NA,picocuriesPerGram,NA,0,disintegrationsPerMinutePerGram
Craft_2024,Alt,Alt_L2,single set of methods,45,50,0.3026795708955224,0.097,NA,picocuriesPerGram,NA,3.4737730621089966,disintegrationsPerMinutePerGram
Craft_2024,Alt,Alt_L2,single set of methods,50,55,0.20581670168067223,0.09915,NA,picocuriesPerGram,NA,0,disintegrationsPerMinutePerGram
Craft_2024,Alt,Alt_P1,single set of methods,0,2,0.2158768626497975,0.2897,1.1762674075645634,picocuriesPerGram,6.880808830197728,10.579253873225062,disintegrationsPerMinutePerGram
Craft_2024,Alt,Alt_P1,single set of methods,2,4,0.1171695915010367,NA,0.7269432686613475,picocuriesPerGram,8.694792403875198,12.393237446902534,disintegrationsPerMinutePerGram
Craft_2024,Alt,Alt_P1,single set of methods,4,6,0.1466877828177945,0.2988,0.8301132748544577,picocuriesPerGram,5.830345158056609,9.528790201083943,disintegrationsPerMinutePerGram
Craft_2024,Alt,Alt_P1,single set of methods,6,8,0.14019963008774355,NA,0.447459,picocuriesPerGram,3.4710279569726654,7.169473,disintegrationsPerMinutePerGram
Craft_2024,Alt,Alt_P1,single set of methods,8,10,0.15482496412050104,0.2837,0.29233931886271763,picocuriesPerGram,NA,3.698375382501554,disintegrationsPerMinutePerGram
Craft_2024,Alt,Alt_P1,single set of methods,10,12,0.15682784509366007,NA,0,picocuriesPerGram,NA,0,disintegrationsPerMinutePerGram
Craft_2024,Alt,Alt_P1,single set of methods,12,14,0.18318789022556173,0.2449,0,picocuriesPerGram,NA,3.967488162628247,disintegrationsPerMinutePerGram
Craft_2024,Alt,Alt_P1,single set of methods,14,16,0.1958491704773722,NA,0,picocuriesPerGram,NA,0,disintegrationsPerMinutePerGram
Craft_2024,Alt,Alt_P1,single set of methods,16,18,0.24379465184385352,0.2084,0,picocuriesPerGram,NA,5.056719438045317,disintegrationsPerMinutePerGram
Craft_2024,Alt,Alt_P1,single set of methods,18,20,0.21825563503874823,NA,0,picocuriesPerGram,NA,0,disintegrationsPerMinutePerGram
Craft_2024,Alt,Alt_P1,single set of methods,20,22,0.187897382215254,0.2048,0,picocuriesPerGram,NA,3.8684048096233368,disintegrationsPerMinutePerGram
Craft_2024,Alt,Alt_P1,single set of methods,22,24,0.2065824784899568,NA,0,picocuriesPerGram,NA,0,disintegrationsPerMinutePerGram
Craft_2024,Alt,Alt_P1,single set of methods,24,26,0.1807064711122205,0.1536,0,picocuriesPerGram,NA,3.4081043495972394,disintegrationsPerMinutePerGram
Craft_2024,Alt,Alt_P1,single set of methods,26,28,0.1961078565496332,NA,0,picocuriesPerGram,NA,0,disintegrationsPerMinutePerGram
Craft_2024,Alt,Alt_P1,single set of methods,28,30,0.1213216954892304,0.2345,0.0970349849957349,picocuriesPerGram,NA,3.3439272914916884,disintegrationsPerMinutePerGram
Craft_2024,Alt,Alt_P1,single set of methods,30,35,0.2729682036713287,0.23739999999999997,0,picocuriesPerGram,NA,0,disintegrationsPerMinutePerGram
Craft_2024,Alt,Alt_P1,single set of methods,35,40,0.24607115963855417,NA,0,picocuriesPerGram,NA,3.089621442570407,disintegrationsPerMinutePerGram
Craft_2024,Alt,Alt_P1,single set of methods,40,45,0.29643959122474745,0.1584,0,picocuriesPerGram,NA,0,disintegrationsPerMinutePerGram
Craft_2024,Alt,Alt_P1,single set of methods,45,50,0.2621273106738223,NA,0,picocuriesPerGram,NA,2.434046682580542,disintegrationsPerMinutePerGram
Craft_2024,Alt,Alt_P1,single set of methods,50,55,0.23001810709635412,0.2062,0,picocuriesPerGram,NA,0,disintegrationsPerMinutePerGram
Craft_2024,Alt,Alt_P1,single set of methods,55,60,0.21401054156674665,NA,0,picocuriesPerGram,NA,4.419317828207672,disintegrationsPerMinutePerGram
Craft_2024,Alt,Alt_P2,single set of methods,0,2,0.16475512217465685,0.2988,1.228883143161882,picocuriesPerGram,10.453962396537202,13.262182496898811,disintegrationsPerMinutePerGram
Craft_2024,Alt,Alt_P2,single set of methods,2,4,0.13865282834017467,NA,1.3372499574643877,picocuriesPerGram,11.53303283138103,14.34125293174264,disintegrationsPerMinutePerGram
Craft_2024,Alt,Alt_P2,single set of methods,4,6,0.165779527609064,0.2309,1.3778738158968251,picocuriesPerGram,6.11526645835532,8.923486558716931,disintegrationsPerMinutePerGram
Craft_2024,Alt,Alt_P2,single set of methods,6,8,0.12951808850430124,NA,1.1501427134970943,picocuriesPerGram,6.651781447842297,9.460001548203907,disintegrationsPerMinutePerGram
Craft_2024,Alt,Alt_P2,single set of methods,8,10,0.12366394150345957,0.1778,0.770328477003205,picocuriesPerGram,2.032632659152024,4.840852759513633,disintegrationsPerMinutePerGram
Craft_2024,Alt,Alt_P2,single set of methods,10,12,0.1404665538277495,NA,0,picocuriesPerGram,NA,0,disintegrationsPerMinutePerGram
Craft_2024,Alt,Alt_P2,single set of methods,12,14,0.17683555034595722,0.1959,0.34141567723035526,picocuriesPerGram,2.2528941547893733,5.061114255150984,disintegrationsPerMinutePerGram
Craft_2024,Alt,Alt_P2,single set of methods,14,16,0.15710597691589867,NA,0,picocuriesPerGram,NA,0,disintegrationsPerMinutePerGram
Craft_2024,Alt,Alt_P2,single set of methods,16,18,0.11279408866376034,0.158,0.29857211719463467,picocuriesPerGram,2.5439975598005846,5.352217660162196,disintegrationsPerMinutePerGram
Craft_2024,Alt,Alt_P2,single set of methods,18,20,0.1509672581615965,NA,NA,picocuriesPerGram,NA,0,disintegrationsPerMinutePerGram
Craft_2024,Alt,Alt_P2,single set of methods,20,22,NA,0.1652,0,picocuriesPerGram,NA,2.3121870877182538,disintegrationsPerMinutePerGram
Craft_2024,Alt,Alt_P2,single set of methods,22,24,0.12481163810178332,NA,NA,picocuriesPerGram,NA,0,disintegrationsPerMinutePerGram
Craft_2024,Alt,Alt_P2,single set of methods,24,26,0.13672902672856288,0.1158,0,picocuriesPerGram,NA,2.811370019107399,disintegrationsPerMinutePerGram
Craft_2024,Alt,Alt_P2,single set of methods,26,28,0.33979926336174726,NA,NA,picocuriesPerGram,NA,0,disintegrationsPerMinutePerGram
Craft_2024,Alt,Alt_P2,single set of methods,28,30,0.4471287361622227,0.0797,0,picocuriesPerGram,NA,2.893560950636354,disintegrationsPerMinutePerGram
Craft_2024,Alt,Alt_P2,single set of methods,30,35,0.5239513274336284,0.0649,NA,picocuriesPerGram,NA,0,disintegrationsPerMinutePerGram
Craft_2024,Alt,Alt_P2,single set of methods,35,40,0.6550519296951818,NA,0,picocuriesPerGram,NA,3.051878907902644,disintegrationsPerMinutePerGram
Craft_2024,Alt,Alt_P2,single set of methods,40,45,0.9845762540453072,0.035,NA,picocuriesPerGram,NA,0,disintegrationsPerMinutePerGram
Craft_2024,Alt,Alt_P2,single set of methods,45,50,0.9792060810810812,NA,0,picocuriesPerGram,NA,2.9721035364434023,disintegrationsPerMinutePerGram
Craft_2024,Alt,Alt_P2,single set of methods,50,55,NA,0.0162,NA,picocuriesPerGram,NA,NA,disintegrationsPerMinutePerGram
Craft_2024,Oge,Oge_L1,single set of methods,0,2,0.2869617075405056,0.15178,0.8029223547711426,picocuriesPerGram,-2.2365687556442824,1.853608611345404,disintegrationsPerMinutePerGram
Craft_2024,Oge,Oge_L1,single set of methods,2,4,0.18654413751600007,0.11777,NA,picocuriesPerGram,NA,NA,disintegrationsPerMinutePerGram
Craft_2024,Oge,Oge_L1,single set of methods,4,6,0.1886941806510745,0.13813,0.8674141746726525,picocuriesPerGram,5.325796780114064,9.415974147103752,disintegrationsPerMinutePerGram
Craft_2024,Oge,Oge_L1,single set of methods,6,8,0.292639976587418,0.15561999999999998,1.0287699590407935,picocuriesPerGram,2.965918891110888,7.056096258100574,disintegrationsPerMinutePerGram
Craft_2024,Oge,Oge_L1,single set of methods,8,10,0.2091074430093551,0.19186,1.1524718195165595,picocuriesPerGram,4.543129984176624,8.63330735116631,disintegrationsPerMinutePerGram
Craft_2024,Oge,Oge_L1,single set of methods,10,12,0.2723778943684578,0.17654,1.5516420303273115,picocuriesPerGram,2.9189225171886357,7.009099884178322,disintegrationsPerMinutePerGram
Craft_2024,Oge,Oge_L1,single set of methods,12,14,0.22681806649186867,0.17071999999999998,1.2534649244387366,picocuriesPerGram,3.698718958725369,7.788896325715054,disintegrationsPerMinutePerGram
Craft_2024,Oge,Oge_L1,single set of methods,14,16,0.21989014184180403,0.15903,0.9565582448768496,picocuriesPerGram,1.270000836232665,5.360178203222351,disintegrationsPerMinutePerGram
Craft_2024,Oge,Oge_L1,single set of methods,16,18,0.41342836985970927,0.10782,0.39039956709480494,picocuriesPerGram,1.0054655612988528,5.095642928288539,disintegrationsPerMinutePerGram
Craft_2024,Oge,Oge_L1,single set of methods,18,20,0.3466611526338944,0.09712,NA,picocuriesPerGram,NA,NA,disintegrationsPerMinutePerGram
Craft_2024,Oge,Oge_L1,single set of methods,20,22,0.436866034306184,0.10925,0.07733998615037915,picocuriesPerGram,NA,4.018994107390643,disintegrationsPerMinutePerGram
Craft_2024,Oge,Oge_L1,single set of methods,22,24,0.25139998669851926,0.12019,NA,picocuriesPerGram,NA,NA,disintegrationsPerMinutePerGram
Craft_2024,Oge,Oge_L1,single set of methods,24,26,0.3797100501963152,0.11043,0.03140203748095006,picocuriesPerGram,NA,3.300559781891753,disintegrationsPerMinutePerGram
Craft_2024,Oge,Oge_L1,single set of methods,26,28,0.45182153972593686,0.11994,NA,picocuriesPerGram,NA,NA,disintegrationsPerMinutePerGram
Craft_2024,Oge,Oge_L1,single set of methods,28,30,0.517208092294796,0.13243,0,picocuriesPerGram,NA,4.96123305280251,disintegrationsPerMinutePerGram
Craft_2024,Oge,Oge_L1,single set of methods,30,35,0.48385448424796745,0.10612,NA,picocuriesPerGram,NA,4.311651728143689,disintegrationsPerMinutePerGram
Craft_2024,Oge,Oge_L1,single set of methods,35,40,0.4744347826086956,0.09845,0,picocuriesPerGram,NA,4.632351610695631,disintegrationsPerMinutePerGram
Craft_2024,Oge,Oge_L1,single set of methods,40,45,0.3481823394495413,0.09213,NA,picocuriesPerGram,NA,4.08998784210562,disintegrationsPerMinutePerGram
Craft_2024,Oge,Oge_L1,single set of methods,45,50,0.394092857142857,0.11698,0,picocuriesPerGram,NA,3.2452801862989173,disintegrationsPerMinutePerGram
Craft_2024,Oge,Oge_P1,single set of methods,0,2,0.1601777663649913,0.20268,530,picocuriesPerGram,8.545923049137166,11.60724490991784,disintegrationsPerMinutePerGram
Craft_2024,Oge,Oge_P1,single set of methods,2,4,0.1823120073882687,0.22012,799,picocuriesPerGram,8.497203040813389,11.558524901594064,disintegrationsPerMinutePerGram
Craft_2024,Oge,Oge_P1,single set of methods,4,6,0.17666500016321324,0.23112,552,picocuriesPerGram,7.70467359405531,10.765995454835986,disintegrationsPerMinutePerGram
Craft_2024,Oge,Oge_P1,single set of methods,6,8,0.15653620819798914,0.20757,902,picocuriesPerGram,5.75043340884454,8.811755269625214,disintegrationsPerMinutePerGram
Craft_2024,Oge,Oge_P1,single set of methods,8,10,0.14117865834775853,0.20466,1020,picocuriesPerGram,4.969609224977265,8.030931085757938,disintegrationsPerMinutePerGram
Craft_2024,Oge,Oge_P1,single set of methods,10,12,0.2238427562845119,0.1661,858,picocuriesPerGram,3.8745757895998834,6.935897650380558,disintegrationsPerMinutePerGram
Craft_2024,Oge,Oge_P1,single set of methods,12,14,0.3277284263667076,0.1184,345,picocuriesPerGram,1.7037282350923046,4.765050095872979,disintegrationsPerMinutePerGram
Craft_2024,Oge,Oge_P1,single set of methods,14,16,0.33126333824642473,0.11277,NA,picocuriesPerGram,NA,NA,disintegrationsPerMinutePerGram
Craft_2024,Oge,Oge_P1,single set of methods,16,18,0.45289553938317856,0.08755,116,picocuriesPerGram,0.605162033696681,3.666483894477356,disintegrationsPerMinutePerGram
Craft_2024,Oge,Oge_P1,single set of methods,18,20,0.33950690933681293,0.10113,NA,picocuriesPerGram,NA,NA,disintegrationsPerMinutePerGram
Craft_2024,Oge,Oge_P1,single set of methods,20,22,0.2288259915374957,0.08402,85.4,picocuriesPerGram,NA,3.7013193548060177,disintegrationsPerMinutePerGram
Craft_2024,Oge,Oge_P1,single set of methods,22,24,0.2320833810319081,0.09599,NA,picocuriesPerGram,NA,NA,disintegrationsPerMinutePerGram
Craft_2024,Oge,Oge_P1,single set of methods,24,26,0.25914962029778094,0.09914,40.5,picocuriesPerGram,NA,NA,disintegrationsPerMinutePerGram
Craft_2024,Oge,Oge_P1,single set of methods,26,28,0.3627876567042724,0.08699,13.7,picocuriesPerGram,NA,3.4136143061847304,disintegrationsPerMinutePerGram
Craft_2024,Oge,Oge_P1,single set of methods,28,30,0.3555783528250422,0.09222,24.9,picocuriesPerGram,NA,NA,disintegrationsPerMinutePerGram
Craft_2024,Oge,Oge_P1,single set of methods,30,35,0.42023584322453006,0.11161,30.6,picocuriesPerGram,NA,3.481957257277308,disintegrationsPerMinutePerGram
Craft_2024,Oge,Oge_P1,single set of methods,35,40,0.28868839110127825,0.12024,0,picocuriesPerGram,NA,2.7771394988623213,disintegrationsPerMinutePerGram
Craft_2024,Oge,Oge_P1,single set of methods,40,45,0.44755523535062447,0.08930999999999999,NA,picocuriesPerGram,NA,NA,disintegrationsPerMinutePerGram
Craft_2024,Oge,Oge_P1,single set of methods,45,50,0.5889940828402366,0.06598,0,picocuriesPerGram,NA,2.598239688921133,disintegrationsPerMinutePerGram
Craft_2024,Oge,Oge_P1,single set of methods,50,55,0.40491319444444457,0.08388999999999999,0,picocuriesPerGram,NA,2.3956610586325384,disintegrationsPerMinutePerGram
Craft_2024,Oge,Oge_L2,single set of methods,0,2,0.3603131010828402,0.13141,0.9529524051048416,picocuriesPerGram,8.752312359031489,12.427541711288097,disintegrationsPerMinutePerGram
Craft_2024,Oge,Oge_L2,single set of methods,2,4,0.27164251079290747,0.11047,1.032445930360306,picocuriesPerGram,8.017388947998358,11.692618300254964,disintegrationsPerMinutePerGram
Craft_2024,Oge,Oge_L2,single set of methods,4,6,0.4566904586256973,0.10053,1.04677305952488,picocuriesPerGram,7.341271564822231,11.016500917078837,disintegrationsPerMinutePerGram
Craft_2024,Oge,Oge_L2,single set of methods,6,8,0.33740118043625167,0.08900000000000001,1.103249900862686,picocuriesPerGram,5.445878165343146,9.121107517599754,disintegrationsPerMinutePerGram
Craft_2024,Oge,Oge_L2,single set of methods,8,10,0.36459484540449416,0.08505000000000001,1.0251157898910142,picocuriesPerGram,5.374149574258318,9.049378926514924,disintegrationsPerMinutePerGram
Craft_2024,Oge,Oge_L2,single set of methods,10,12,0.4358728727916893,0.09824,0,picocuriesPerGram,NA,0,disintegrationsPerMinutePerGram
Craft_2024,Oge,Oge_L2,single set of methods,12,14,0.44207021325746937,0.06774,0.4198326162714947,picocuriesPerGram,2.1464853334356344,5.82171468569224,disintegrationsPerMinutePerGram
Craft_2024,Oge,Oge_L2,single set of methods,14,16,0.5088389333185396,0.05681,0,picocuriesPerGram,NA,0,disintegrationsPerMinutePerGram
Craft_2024,Oge,Oge_L2,single set of methods,16,18,0.5385217483390552,0.03894,0.1215094888095238,picocuriesPerGram,1.250262049640413,4.925491401897019,disintegrationsPerMinutePerGram
Craft_2024,Oge,Oge_L2,single set of methods,18,20,0.693571157252483,0.03487,0,picocuriesPerGram,NA,0,disintegrationsPerMinutePerGram
Craft_2024,Oge,Oge_L2,single set of methods,20,22,0.7045623729222836,0.03159,0,picocuriesPerGram,0.2855370363404588,3.960766388597064,disintegrationsPerMinutePerGram
Craft_2024,Oge,Oge_L2,single set of methods,22,24,0.6540755797066237,0.03569,0,picocuriesPerGram,NA,0,disintegrationsPerMinutePerGram
Craft_2024,Oge,Oge_L2,single set of methods,24,26,0.7628979665005765,0.03276,0,picocuriesPerGram,NA,3.8754017878128817,disintegrationsPerMinutePerGram
Craft_2024,Oge,Oge_L2,single set of methods,26,28,0.8025576661274301,0.03852,0,picocuriesPerGram,NA,0,disintegrationsPerMinutePerGram
Craft_2024,Oge,Oge_L2,single set of methods,28,30,0.551603756509602,0.04442,0.1137459815983124,picocuriesPerGram,NA,3.8812294596742554,disintegrationsPerMinutePerGram
Craft_2024,Oge,Oge_L2,single set of methods,30,35,0.5368421052631579,0.04428,0,picocuriesPerGram,NA,0,disintegrationsPerMinutePerGram
Craft_2024,Oge,Oge_L2,single set of methods,35,40,0.5323012295081967,0.04645,0.03241380485180566,picocuriesPerGram,NA,3.095727413800784,disintegrationsPerMinutePerGram
Craft_2024,Oge,Oge_L2,single set of methods,40,45,0.5645546800382044,0.04868,0,picocuriesPerGram,NA,3.563021711398044,disintegrationsPerMinutePerGram
Craft_2024,Oge,Oge_L2,single set of methods,45,50,0.7492282333815029,0.06366,0,picocuriesPerGram,NA,0,disintegrationsPerMinutePerGram
Craft_2024,Oge,Oge_P2,single set of methods,0,2,0.33180389078247063,0.14165,0.7151705837992545,picocuriesPerGram,9.522483635226251,11.227608744379364,disintegrationsPerMinutePerGram
Craft_2024,Oge,Oge_P2,single set of methods,2,4,0.2725098062083347,0.13323000000000002,0.7420190663222616,picocuriesPerGram,9.062592082009274,10.767717191162385,disintegrationsPerMinutePerGram
Craft_2024,Oge,Oge_P2,single set of methods,4,6,0.3056056453636167,0.11324,0.9823351248210987,picocuriesPerGram,9.88058788978246,11.58571299893557,disintegrationsPerMinutePerGram
Craft_2024,Oge,Oge_P2,single set of methods,6,8,0.3357564819110781,0.09065,0.84482957735394415,picocuriesPerGram,7.740576982026704,9.445702091179816,disintegrationsPerMinutePerGram
Craft_2024,Oge,Oge_P2,single set of methods,8,10,0.3539069291864875,0.09374,0.9971264746268392,picocuriesPerGram,7.118504374670696,8.823629483823806,disintegrationsPerMinutePerGram
Craft_2024,Oge,Oge_P2,single set of methods,10,12,0.3190897225229592,0.10164,0.9047258657276732,picocuriesPerGram,6.145103979232991,7.850229088386099,disintegrationsPerMinutePerGram
Craft_2024,Oge,Oge_P2,single set of methods,12,14,0.3120422062304928,0.10665,0.8761617217854131,picocuriesPerGram,7.05898579467863,8.76411090383174,disintegrationsPerMinutePerGram
Craft_2024,Oge,Oge_P2,single set of methods,14,16,0.2875625510732529,0.07543,NA,picocuriesPerGram,NA,NA,disintegrationsPerMinutePerGram
Craft_2024,Oge,Oge_P2,single set of methods,16,18,0.43830008936918874,0.0703,0.4158174477941176,picocuriesPerGram,4.208961984477744,5.914087093630856,disintegrationsPerMinutePerGram
Craft_2024,Oge,Oge_P2,single set of methods,18,20,0.6219436898130344,0.04242,NA,picocuriesPerGram,NA,NA,disintegrationsPerMinutePerGram
Craft_2024,Oge,Oge_P2,single set of methods,20,22,0.5680297727468864,0.02184,0.1376642003340127,picocuriesPerGram,2.0928462396212324,3.797971348774343,disintegrationsPerMinutePerGram
Craft_2024,Oge,Oge_P2,single set of methods,22,24,0.9096608678423626,0.01334,NA,picocuriesPerGram,NA,NA,disintegrationsPerMinutePerGram
Craft_2024,Oge,Oge_P2,single set of methods,24,26,1.1418565671788532,0.02101999999999999,0,picocuriesPerGram,NA,1.9862469058143704,disintegrationsPerMinutePerGram
Craft_2024,Oge,Oge_P2,single set of methods,26,28,1.0618011227026816,0.01415,NA,picocuriesPerGram,NA,NA,disintegrationsPerMinutePerGram
Craft_2024,Oge,Oge_P2,single set of methods,28,30,0.821756950330866,0.03918,0,picocuriesPerGram,NA,2.384742715960216,disintegrationsPerMinutePerGram
Craft_2024,Oge,Oge_P2,single set of methods,30,35,0.9916174768518516,0.01776,NA,picocuriesPerGram,NA,NA,disintegrationsPerMinutePerGram
Craft_2024,Oge,Oge_P2,single set of methods,35,40,1.1611407331849657,0.01533,0,picocuriesPerGram,NA,1.9126227977816808,disintegrationsPerMinutePerGram
Craft_2024,Oge,Oge_P2,single set of methods,40,45,1.2996893221574344,0.00787,NA,picocuriesPerGram,NA,NA,disintegrationsPerMinutePerGram
Craft_2024,Oge,Oge_P2,single set of methods,45,50,0.6519461538461537,0.03476,0,picocuriesPerGram,NA,1.3951339225343111,disintegrationsPerMinutePerGram
Craft_2024,Oge,Oge_P2,single set of methods,50,55,0.8079367424242424,0.02646999999999999,NA,picocuriesPerGram,NA,NA,disintegrationsPerMinutePerGram
Craft_2024,Oge,Oge_P2,single set of methods,55,60,1.1911849767080744,0.01104,0,picocuriesPerGram,NA,0.8468792036749736,disintegrationsPerMinutePerGram
Craft_2024,SNew,SNew_L1,single set of methods,0,2,0.32336106326518166,0.17669,0.5553626103696033,picocuriesPerGram,7.418135194089945,9.50419557030204,disintegrationsPerMinutePerGram
Craft_2024,SNew,SNew_L1,single set of methods,2,4,0.141295478488778,0.14663,0.5041120180388622,picocuriesPerGram,8.182054623865804,10.2681150000779,disintegrationsPerMinutePerGram
Craft_2024,SNew,SNew_L1,single set of methods,4,6,0.297756396321781,0.12272,0.5805374029589372,picocuriesPerGram,6.127465975807496,8.213526352019592,disintegrationsPerMinutePerGram
Craft_2024,SNew,SNew_L1,single set of methods,6,8,0.33656704857524067,0.1242,0.6149232619033872,picocuriesPerGram,5.621311566396001,7.707371942608096,disintegrationsPerMinutePerGram
